#NAME,McM22_E41_T16_0-3cm_S1,McM22_E41_T16_3-6cm_S2,McM22_E41_T16_6-9cm,McM22_E42_T16_0-3cm_S4,McM22_E42_T16_3-6cm_S5,McM22_E42_T16_6-9cm_S6,McM22_E43_T16_0-3cm_S7,McM22_E43_T16_3-6cm_S8,McM22_E43_T16_6-9cm_S9,McM22_E44_T16_0-3cm_S10,McM22_E44_T16_3-6cm,McM22_E44_T16_6-9cm_S12,McM22_E4_T0_0-3cm_S13,McM22_E4_T0_3-6cm_S14,McM22_E4_T0_6-9cm_S15,McM22_E51_B,McM22_E52_B_S17,McM22_E53_B_S18,McM22_E1_A_S19,McM22_E1_B_S20,McM22_E31_T12_0-3_cm_S21,McM22_E32_T12_0-3_cm_S22,McM23_E12_T0_13CH4_S23,McM23_E12_T0_13CH4_O2_S24,McM23_E12_TF_CH4_S25,McM23_E12_TF_-CH4_S26,McM23_E12_TF_CH4_O2_S27,McM23_E12_TF_-CH4_O2_S28,McM23_E14_T0_13CH4_S29,McM23_E14_T0_13CH4_O2_S30,McM23_E14_TF_CH4_S31,McM23_E14_TF_-CH4_S32,McM23_E14_TF_CH4_O2_S33,McM23_E14_TF_-CH4_C6301_C6328O2_S34
d__Bacteria;p__Planctomycetota;c__Brocadiae;o__SM23-32;f__SM23-32;g__SM23-32;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__,9,17,17,8,23,7,7,17,16,5,7,6,12,6,11,10,3,10,14,10,11,29,7,3,7,5,4,2,12,20,6,20,10,14
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__,49,48,27,83,57,28,101,96,36,62,25,26,19,23,14,82,163,100,2,5,0,10,0,87,14,0,187,172,0,0,3,0,2,9
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__CL500-3;s__,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__I-8;s__,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,4,0,0,4,0,0,0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Phycisphaera;s__,0,7,9,0,5,5,15,17,3,4,0,7,6,0,4,0,3,0,2,6,8,5,0,12,0,0,9,20,0,9,0,3,7,0
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter;s__,1262,4835,840,2020,3207,677,1577,6373,1672,1438,892,984,775,3235,2071,5272,6883,6018,81,223,56,90,4145,255,3939,3758,1060,5011,242,51,279,445,280,128
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__eub62A3;f__eub62A3;g__eub62A3;s__,0,2,0,0,5,0,7,2,0,3,0,0,3,0,4,3,0,0,0,0,0,0,11,11,0,4,0,5,11,0,2,2,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;s__,1631,2702,1784,1418,2692,1826,1949,4394,2699,1708,1242,1831,924,912,1806,2171,1750,1897,3936,3662,1967,2009,1743,2994,1192,1154,3943,2966,1662,2228,1016,2588,1621,2512
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;__;__,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Unknown_Family;s__,2,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,7,12,4,7,7,9,2,10,4,0,0,11
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__uncultured;s__,1083,2186,1250,1475,1825,1469,1753,4120,2474,1122,1051,1180,885,925,1185,1030,676,757,944,612,1589,1783,1179,532,1217,1198,876,643,2130,1190,1678,3554,877,1536
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadia;f__Desulfuromonadia;g__Desulfuromonadia;s__,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Psychromonadaceae;g__Psychromonas;s__,1324,1464,1528,2016,1543,789,2302,2499,2029,1731,719,1270,906,939,736,3178,1942,2300,1280,529,1517,1917,975,285,7132,4816,1441,4457,316,284,1372,4169,1063,1099
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__D90;f__D90;g__D90;s__,13,18,19,13,23,12,15,31,14,0,11,12,6,10,26,38,39,36,0,0,4,0,6,8,0,0,8,4,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae;g__Candidatus_Tenderia;s__,37,50,43,54,50,46,48,88,28,49,46,26,15,22,49,12,35,9,23,14,27,32,0,42,0,0,48,29,0,23,0,6,19,30
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;__;__,21,100,44,61,62,82,35,161,0,45,0,96,0,0,0,71,71,92,0,0,14,26,0,34,0,19,68,0,71,0,0,110,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Aquicella;s__,0,0,0,3,0,2,0,0,0,0,0,0,3,2,0,0,0,5,0,3,0,0,0,7,0,2,7,10,0,2,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__uncultured;s__,11,36,16,18,13,16,22,61,50,6,24,44,21,15,29,16,23,22,74,50,28,28,17,83,9,13,57,58,10,31,0,21,18,27
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Persicirhabdus;s__,322,513,126,523,465,203,746,1071,460,490,165,189,257,233,196,45,83,32,275,392,427,518,14,482,28,32,774,654,29,402,22,49,347,452
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Thioglobaceae;__;__,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__Thiomargarita;s__,10,0,4,8,0,0,11,5,0,13,0,0,7,0,3,0,0,0,7,10,70,36,33,5,7,15,0,0,0,29,0,0,10,30
d__Bacteria;p__Actinobacteriota;c__WCHB1-81;o__WCHB1-81;f__WCHB1-81;g__WCHB1-81;s__,0,8,8,0,0,23,0,4,37,0,0,24,0,4,38,66,54,45,9,3,16,34,462,22,344,360,40,20,302,39,192,327,18,71
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JTB23;f__JTB23;g__JTB23;s__,20,17,17,17,13,15,22,62,34,20,9,18,12,8,33,29,13,39,143,122,68,85,16,112,14,7,173,149,27,64,20,34,48,80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EV818SWSAP88;f__EV818SWSAP88;g__EV818SWSAP88;s__,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,0,0,22,18,0,0,0,8,12,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Candidatus_Berkiella;s__,0,0,0,0,0,0,0,7,0,9,0,0,0,7,5,23,11,0,0,0,9,0,9,35,16,11,26,9,0,0,0,8,0,7
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__uncultured;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__,0,0,4,0,2,0,6,0,0,0,4,0,6,0,3,0,0,0,173,153,27,15,11,60,0,2,33,29,5,9,2,14,0,9
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__BD1-7_clade;s__,110,201,99,125,219,116,146,408,270,146,105,79,81,55,57,36,187,46,149,154,99,108,5,194,24,6,183,249,0,224,0,6,179,344
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;s__,51,55,20,67,31,44,63,116,50,58,33,8,40,20,29,27,13,20,69,51,79,106,27,99,9,22,68,84,11,38,15,38,18,46
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__uncultured;s__,638,1466,616,882,1406,754,967,2066,1360,769,711,907,659,692,1006,584,385,453,2841,2846,1628,1756,326,1298,220,225,1704,1141,1092,1787,830,2108,1375,1959
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__uncultured;g__uncultured;s__,59,184,88,72,185,117,91,285,209,99,67,117,54,103,135,12,10,10,0,57,70,84,22,0,14,10,37,38,258,21,115,204,30,63
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__uncultured;s__,105,101,45,125,131,53,150,219,136,135,48,74,75,66,95,18,32,46,462,558,205,216,68,281,44,47,459,346,77,248,47,108,191,264
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__uncultured;s__,4051,4885,2933,3821,4933,3438,5206,9451,3217,3893,2697,2255,2466,2043,2246,1336,1109,1189,3050,2518,1891,2046,340,2278,261,177,2972,2827,841,1388,481,1366,1128,1922
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;__;__;__;__,0,0,5,0,8,7,8,14,10,0,0,8,0,7,16,26,0,21,0,0,4,0,13,9,0,17,0,0,11,0,3,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Sinobacterium;s__,11,0,7,8,10,6,9,19,15,0,0,12,5,0,0,0,0,0,6,18,26,23,0,29,0,0,15,26,0,14,0,0,25,28
d__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__BD2-11_terrestrial_group;f__BD2-11_terrestrial_group;g__BD2-11_terrestrial_group;s__,10,44,31,22,47,49,16,66,85,17,19,68,4,29,68,75,89,74,65,43,26,38,127,51,85,87,83,48,184,20,94,210,28,33
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Aliiglaciecola;s__,453,567,247,409,659,546,648,1229,336,470,252,287,258,195,254,105,116,44,12,5,78,100,0,35,0,0,52,43,0,42,0,18,32,56
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__,162,244,36,204,271,70,280,554,151,210,112,69,160,100,68,8,12,7,52,100,207,173,6,245,4,5,213,246,6,313,0,10,367,638
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;__;__,38,32,19,39,58,0,72,129,0,50,25,14,23,16,26,0,14,19,0,0,24,24,0,0,0,0,8,14,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraglaciecola;s__,362,535,216,426,533,340,567,1113,372,436,285,245,225,204,235,74,60,51,101,197,143,182,9,136,6,8,206,172,11,120,7,24,143,188
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Salinimonas;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EC3;f__EC3;g__EC3;s__,16,26,10,13,24,10,27,50,9,49,21,17,11,6,24,11,11,0,3,17,27,20,7,21,9,2,27,35,8,23,6,2,22,36
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_23;s__,32,172,108,35,160,136,49,240,247,45,88,165,51,75,158,220,120,175,147,141,135,141,358,47,182,214,126,64,496,209,180,590,146,152
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Agarilytica;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__uncultured;s__,128,159,102,113,200,147,154,237,159,149,106,137,70,83,49,178,146,121,0,0,0,11,70,22,57,75,31,37,81,35,31,72,0,8
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Achromatium;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,110,0,4,0,0,0,0,0,67,5,4,23,39
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__endosymbionts;s__,514,703,279,587,684,315,592,1393,623,549,255,280,406,293,327,212,143,202,19,20,461,573,448,305,462,417,372,261,414,657,273,607,507,1211
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CH2b56;f__CH2b56;g__CH2b56;s__,3317,4283,1990,3404,4314,2664,4403,8681,3014,3363,2132,1883,1672,1680,1466,1090,772,794,27,33,813,920,88,279,103,112,233,197,231,357,161,470,309,425
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0,0,0,38,17,0,21,168,7,23
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__uncultured;g__uncultured;s__,47,28,14,39,39,22,46,52,41,50,12,14,16,10,30,17,18,42,35,42,71,50,15,90,17,8,74,70,20,34,11,24,38,67
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Moritellaceae;g__Moritella;s__,110,141,276,347,141,202,534,220,458,459,63,327,42,95,68,205,216,220,811,377,1884,2574,0,51,169,171,86,942,24,52,169,516,533,349
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__uncultured;f__uncultured;g__uncultured;s__,0,0,4,3,0,4,6,5,2,0,0,0,0,0,8,4,10,19,3,0,0,2,60,6,20,34,4,2,34,2,15,30,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;__;__,0,0,0,14,0,0,13,15,3,8,0,0,21,0,3,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;__;__,3,37,25,47,58,25,49,83,21,39,35,38,5,40,9,0,12,7,19,18,51,14,11,120,18,10,74,83,10,33,12,28,68,83
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZB30;f__SZB30;g__SZB30;s__,81,104,59,64,139,76,114,158,86,76,54,48,47,43,86,150,86,111,68,32,36,17,74,32,55,68,59,23,42,32,24,47,21,25
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__uncultured;g__uncultured;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,5,0,4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__Aliikangiella;s__,64,95,41,86,102,25,89,180,74,82,44,24,69,43,44,33,41,30,151,178,91,112,27,143,9,19,163,166,4,91,0,4,125,249
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AT-s3-44;f__AT-s3-44;g__AT-s3-44;s__,0,0,0,0,5,0,0,13,0,4,3,3,0,0,5,16,11,18,0,0,0,0,24,10,35,20,25,14,16,0,10,27,0,2
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__B2M28;f__B2M28;g__B2M28;s__,151,311,345,203,361,293,223,656,529,173,210,338,112,151,261,462,340,454,842,680,251,264,573,192,419,487,387,261,329,193,240,618,108,210
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__AT-s2-59;f__AT-s2-59;g__AT-s2-59;s__,16,89,46,9,57,65,39,118,75,20,22,55,31,17,27,82,77,85,457,474,97,76,42,120,15,28,173,103,59,119,26,83,85,137
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__Acidiferrobacteraceae;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;__;__,0,3,0,0,0,6,0,0,3,0,6,0,0,0,0,0,0,0,23,35,11,13,19,50,0,0,61,37,0,19,0,0,11,18
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;__;__,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36;f__HOC36;g__HOC36;s__,6,14,7,13,14,0,18,15,0,19,0,6,0,0,18,0,36,0,200,127,4,6,0,0,0,0,0,13,6,0,0,7,0,8
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__uncultured;s__,20,8,15,11,16,20,16,27,21,19,0,16,0,8,16,31,35,27,18,14,3,7,9,15,6,5,9,12,15,2,0,9,0,4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__Ga0077536;s__,23,49,17,7,14,20,22,42,22,12,7,7,13,7,10,7,9,5,39,24,0,16,0,12,0,0,26,38,0,16,0,15,5,20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Gven-F17;g__Gven-F17;s__,40,5,9,34,6,0,0,62,59,0,0,4,0,35,0,0,0,0,508,435,66,54,4,0,0,18,67,0,0,52,5,6,44,79
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZB50;f__SZB50;g__SZB50;s__,156,210,105,125,191,145,146,271,84,133,93,117,87,77,133,148,80,112,0,7,0,8,18,88,8,0,73,52,0,0,0,11,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__,1512,1381,1013,1253,1290,879,1676,3163,1197,1187,765,656,567,595,509,161,278,166,35,54,304,411,91,250,71,66,272,251,210,248,176,433,188,512
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Dasania;s__,176,164,29,168,153,36,209,286,152,153,51,51,260,130,104,18,20,21,50,54,110,132,0,82,39,24,98,82,55,108,51,70,92,132
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;__;__,434,2676,1448,557,2446,1743,656,4186,3341,564,1025,1702,314,959,2233,1324,1073,1271,352,700,1837,2248,872,239,564,560,380,221,4337,2093,2115,5148,1415,2193
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;__;__;__,0,0,7,0,0,0,0,7,0,9,0,0,7,12,0,7,0,20,15,15,0,0,0,15,0,0,30,26,0,16,0,24,6,18
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__,511,591,275,496,676,477,778,1129,421,500,370,302,304,194,400,183,227,122,56,87,203,198,13,197,10,0,182,183,17,146,15,25,120,200
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Colwelliaceae;g__uncultured;s__,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;__;__;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__uncultured;s__,497,526,131,527,483,150,471,863,459,504,161,173,502,413,270,65,36,44,168,270,330,352,56,395,65,50,623,542,71,408,33,110,289,410
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;__;__,258,279,145,210,285,182,358,539,215,243,187,196,109,101,170,105,102,89,138,229,91,124,42,152,21,9,156,165,0,42,5,12,38,77
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__uncultured;s__,8,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,8,0,0,6,4,0,0,7,0,0,9,0,0,0,0,0,7,4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA4486;s__,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Marinicella;s__,443,358,247,468,492,307,486,817,359,464,252,193,217,182,193,88,82,64,147,187,317,304,20,416,4,13,453,412,11,461,6,32,398,847
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Oleiphilus;s__,27,38,30,22,91,33,47,138,65,31,34,47,11,5,14,0,0,0,147,94,107,175,4,127,12,17,167,140,0,170,19,51,121,158
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__HTCC5015;s__,13,0,13,0,8,0,5,13,12,0,5,0,0,0,0,0,8,0,23,0,0,7,0,0,0,0,0,6,0,0,0,0,11,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thiogranum;s__,0,0,0,0,0,0,0,20,0,0,0,12,0,0,0,0,0,0,20,0,0,0,13,11,16,11,19,11,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__OM60(NOR5)_clade;s__,0,0,0,0,11,0,0,16,5,0,5,0,0,0,0,0,0,0,38,41,0,0,0,13,0,0,25,15,0,0,0,0,9,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Oceanicoccus;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,32,0,0,17,42
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalispiraceae;g__Thiohalophilus;s__,33,43,47,0,23,40,20,33,50,16,10,39,0,0,15,161,127,140,0,0,166,206,390,66,517,337,180,107,1185,186,756,1412,93,244
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__LCP-80;s__,70,329,306,81,342,352,108,552,659,76,120,361,31,140,493,663,558,638,9,0,233,311,2641,247,1640,1539,312,191,2391,434,1437,2949,276,545
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__Candidatus_Marithioploca;s__,13,0,0,28,0,0,34,0,14,26,8,4,41,6,98,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__uncultured;s__,76,54,39,75,55,28,103,119,60,71,23,24,58,39,46,30,41,45,155,171,119,138,69,137,91,61,121,136,288,143,217,360,124,178
d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__;__;__,77,142,85,140,147,73,147,277,199,130,82,84,35,39,42,203,213,177,64,99,106,204,788,157,462,471,275,273,80,32,45,40,66,74
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__,3603,4855,2468,4192,5161,3131,4704,9247,4915,4285,2342,2594,3318,2774,2770,1036,1036,1012,4962,5334,4795,4965,881,5106,618,672,6776,6593,1739,6286,1211,2833,4448,6264
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__P13-46;g__P13-46;s__,19,10,9,29,38,15,37,55,18,22,13,16,8,8,6,0,0,0,46,41,45,70,17,98,6,8,95,74,5,48,4,28,46,71
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Teredinibacter;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__uncultured;g__uncultured;s__,4,12,7,0,11,0,0,11,9,0,0,14,0,0,0,18,17,29,17,15,0,0,5,15,0,6,26,11,0,0,0,0,0,0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__,3610,1934,1581,3156,1662,1054,4738,3397,3076,2492,841,1451,2410,852,1351,3291,6097,4104,28,32,1046,1282,1761,4303,6047,3512,6147,5335,1264,1471,1033,2000,903,1647
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__,0,0,0,6,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonadaceae;s__,17,17,11,47,10,11,31,7,15,33,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
